R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Womens Flyweight_rank,R_Womens Featherweight_rank,R_Womens Strawweight_rank,R_Womens Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Womens Flyweight_rank,B_Womens Featherweight_rank,B_Womens Strawweight_rank,B_Womens Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,fight_id
Luke Rockhold,Michael Bisping,-750,525,13.33333333,525,6/4/2016,"Los Angeles, California, USA", USA,Blue,TRUE,Middleweight,MALE,5,0,3,0,55.72,0.3884,0.2,1.04,0.2672,4,7,69,1,0,2,7,9,0,0,18,Orthodox,185.42,190.5,185,0,5,0,31.83333333,0.613333333,1,0.5,0.25,5,1,11,1,0,0,0,2,3,0,5,Southpaw,190.5,195.58,185,31,37,0,-2,-1,13,-6,58,0,7,-3,-5.08,-5.08,-6,23.88666667,-0.8,0.54,0,1,4,0,,,,,,,0,,,,,,3,,,,,,,4,,,,,,,Red,KO/TKO,Punch,1,3:36,216,800,1200,160,2200,-145,1000,2355
Dominick Cruz,Urijah Faber,-380,315,26.31578947,315,6/4/2016,"Los Angeles, California, USA", USA,Red,TRUE,Bantamweight,MALE,5,0,1,0,42.92307692,0.488461538,0.615384615,1.538461538,0.3,4,4,39,3,0,0,3,0,6,0,9,Orthodox,167.64,170.18,135,0,4,0,72,0.495,0.25,5,0.545,4,0,16,3,0,1,2,1,0,0,4,Orthodox,172.72,172.72,135,31,37,0,-3,0,5,-4,23,0,-1,6,-5.08,-2.54,-6,-29.07692308,0.365384615,-3.461538462,0,1,2,0,,,,,,,,,,,0,,4,,,,,,,,,,,2,,,Red,U-DEC,,5,5:00,1500,-175,700,1200,1000,400,1100,2354
Max Holloway,Ricardo Lamas,-270,230,37.03703704,230,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Featherweight,MALE,3,0,1,0,27.33333333,0.436666667,0.777777778,1.222222222,0.213333333,4,2,21,1,0,0,3,2,2,0,7,Orthodox,172.72,180.34,145,0,8,0,61.57142857,0.420714286,0.357142857,0.142857143,0.142857143,8,3,34,0,0,1,3,5,2,0,11,Orthodox,180.34,175.26,155,24,34,0,-7,-4,-4,1,-13,1,-3,0,-7.62,5.08,-10,-34.23809524,0.420634921,1.079365079,0,1,5,4,,,,,,,,,,4,,,,,,,,,,,,,5,,,,Red,U-DEC,,3,5:00,900,105,380,800,1250,285,1200,2353
Dan Henderson,Hector Lombard,265,-325,265,30.76923077,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Middleweight,MALE,3,2,0,0,35,0.491428571,0,1.428571429,0.355714286,2,4,17,0,0,0,1,2,0,0,3,Southpaw,175.26,180.34,185,1,0,0,27,0.513125,0.3125,0.875,0.24625,4,8,40,3,0,2,3,3,0,0,8,Orthodox,180.34,187.96,185,45,38,-1,0,-2,-5,4,-23,-3,-1,0,-5.08,-7.62,7,8,-0.3125,0.553571429,0,1,,15,,,,,,,15,,,,,,,,,,,,,,14,,,,,,Red,KO/TKO,Elbow,2,1:27,387,800,600,1200,900,450,-240,2352
Dustin Poirier,Bobby Green,-185,160,54.05405405,160,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,52.6,0.47,0.2,0.8,0.3,4,1,13,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,155,0,3,0,43.35714286,0.500714286,0.642857143,1.142857143,0.25,4,3,29,0,0,0,4,4,3,0,11,Southpaw,175.26,182.88,155,27,29,-1,-3,0,-7,2,-16,0,-3,-2,2.54,-2.54,-2,9.24285714,-0.442857143,-0.342857143,0,1,13,11,,,,,,,,,11,,,,,,,,,,,,,13,,,,,Red,KO/TKO,Punch,1,2:53,173,140,300,675,1200,350,500,2351
Brian Ortega,Clay Guida,-235,195,42.55319149,195,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Featherweight,MALE,3,1,0,0,27.22727273,0.345,0.636363636,2.772727273,0.393636364,4,10,59,0,0,3,4,1,4,0,12,Orthodox,170.18,177.8,155,0,2,0,24.33333333,0.386666667,1.666666667,0.333333333,0.11,2,1,7,0,0,0,0,1,1,0,2,Switch,172.72,175.26,145,25,34,-1,-2,2,10,-9,52,0,0,3,-2.54,2.54,-9,2.8939394,-1.030303031,2.43939394,0,1,,12,,,,,,,,,,12,,,,,,,,,,,,,,,,,Red,KO/TKO,Knee,3,4:40,880,325,260,115,1500,750,1500,2350
Beneil Dariush,James Vick,-140,120,71.42857143,120,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Lightweight,MALE,3,0,5,0,44.2,0.308,0.4,0,0,5,0,11,0,0,0,3,0,2,0,5,Orthodox,190.5,193.04,155,1,0,0,29,0.45625,0.625,1.125,0.36375,5,2,17,0,0,1,2,0,3,0,6,Southpaw,177.8,182.88,155,27,29,1,5,0,-1,2,-6,0,0,-1,12.7,10.16,-2,15.2,-0.225,-1.125,0,1,,10,,,,,,,,,10,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,4:16,256,165,265,425,900,650,500,2349
Jessica Penne,Jessica Andrade,110,-130,110,76.92307692,6/4/2016,"Los Angeles, California, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE,3,1,0,0,56.85714286,0.574285714,0.571428571,1.857142857,0.631428571,3,3,15,0,0,1,2,0,1,0,4,Orthodox,154.94,157.48,115,1,0,0,32,0.335,0,2,0.25,1,1,6,1,0,1,0,0,0,0,1,Orthodox,165.1,170.18,115,33,24,0,0,2,3,-2,9,-1,0,1,-10.16,-12.7,9,24.85714286,0.571428571,-0.142857143,0,1,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,2,2:56,476,255,140,340,1000,800,680,2348
Cole Miller,Alex Caceres,-165,145,60.60606061,145,6/4/2016,"Los Angeles, California, USA", USA,Blue,FALSE,Featherweight,MALE,3,0,1,0,42.46153846,0.461538462,0.923076923,0.230769231,0.179230769,2,7,33,0,0,2,2,0,2,0,6,Southpaw,177.8,185.42,145,2,0,0,30.61111111,0.323888889,1.277777778,0.277777778,0.136111111,2,8,39,0,0,0,2,1,7,0,10,Orthodox,185.42,187.96,145,32,27,2,1,0,-4,1,-6,0,-1,-5,-7.62,-2.54,5,11.85042735,-0.354700855,-0.047008547,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,206,253,225,1600,600,951,2347
Sean Strickland,Tom Breese,-110,-110,90.90909091,90.90909091,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Welterweight,MALE,3,0,3,0,27,0.6,0.333333333,0,0,3,0,5,0,0,0,1,2,0,0,3,Southpaw,190.5,185.42,185,0,2,0,53.4,0.404,0.6,1.6,0.566,2,1,13,0,0,1,1,1,1,0,4,Orthodox,185.42,193.04,170,25,24,0,1,1,-1,1,-8,0,1,-1,5.08,-7.62,1,-26.4,-0.266666667,-1.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,189,205,840,670,500,600,2346
Jonathan Wilson,Henrique da Silva,-165,145,60.60606061,145,6/4/2016,"Los Angeles, California, USA", USA,Blue,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,205,0,1,0,4,0.5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,187.96,190.5,205,28,26,0,-1,-1,-1,0,-1,0,-1,0,2.54,2.54,2,-4,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,4:11,551,506,850,1100,649,114,305,2345
Polo Reyes,Dong Hyun Ma,-115,-105,86.95652174,95.23809524,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,19,0.45,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,0,1,0,10,0.32,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,180.34,180.34,155,31,27,-1,-1,-1,-1,-1,2,0,-1,0,0,-2.54,4,9,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,413,425,1800,284,204,505,2344
Thomas Almeida,Cody Garbrandt,-200,170,50,170,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,5,0,3,0,41.33333333,0.34,0,1.333333333,0.276666667,3,0,7,0,0,0,1,2,0,0,3,Orthodox,172.72,165.1,135,0,4,0,49.75,0.4675,0,0,0,4,0,7,0,0,0,1,3,0,0,4,Southpaw,170.18,177.8,135,24,24,0,-1,-1,-1,0,0,0,-1,0,2.54,-12.7,0,-8.41666667,0,1.333333333,0,1,,7,,,,,,,,,,,7,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,1,2:53,173,535,600,1000,1600,105,240,2343
Renan Barao,Jeremy Stephens,-150,130,66.66666667,130,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,34.22727273,0.469090909,0.409090909,1.227272727,0.321363636,3,11,59,0,0,1,4,5,0,1,11,Orthodox,172.72,180.34,145,1,0,0,53.8,0.381,0.3,1.2,0.175,7,2,31,6,0,0,3,2,3,0,8,Orthodox,167.64,177.8,135,29,30,0,0,-4,3,-9,28,-6,4,-3,5.08,2.54,-1,-19.57272727,0.109090909,0.027272727,0,1,9,,,,,,,,,,,,2,,,,,,,,,,,,9,,,,Blue,U-DEC,,3,5:00,900,205,375,350,1600,375,325,2342
Tarec Saffiedine,Rick Story,115,-135,115,74.07407407,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,2,0,48.58823529,0.421764706,0.823529412,2.294117647,0.601176471,6,6,46,0,0,3,4,2,2,0,11,Southpaw,175.26,180.34,170,0,1,0,72,0.433333333,0.333333333,0.333333333,0.11,1,1,11,0,0,0,2,0,0,0,2,Switch,177.8,177.8,170,29,31,0,1,5,9,-5,35,0,2,2,-2.54,2.54,-2,-23.41176471,0.490196079,1.960784314,0,1,11,10,,,,,,,,10,,,,,,,,,,,,,11,,,,,,Red,U-DEC,,3,5:00,900,135,200,1650,1000,625,425,2341
Chris Camozzi,Vitor Miranda,125,-145,125,68.96551724,5/29/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE,3,0,3,0,34.5,0.625,0,0.25,0.25,3,1,8,1,0,0,0,3,0,0,3,Orthodox,185.42,195.58,185,0,2,0,45.53333333,0.486666667,0.4,0.2,0.05,4,7,37,0,0,2,3,1,1,1,8,Orthodox,187.96,193.04,185,29,37,0,1,-1,-5,6,-29,1,1,-1,-2.54,2.54,-8,-11.03333333,-0.4,0.05,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,240,200,1250,1050,1100,200,2340
Jorge Masvidal,Lorenz Larkin,-115,-105,86.95652174,95.23809524,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE,3,1,0,0,39.375,0.46375,0,0,0,2,5,19,0,0,0,1,2,0,0,3,Orthodox,180.34,182.88,170,1,0,0,52.55555556,0.51,0.555555556,1.444444444,0.383333333,3,3,26,0,0,0,4,1,1,0,6,Orthodox,180.34,187.96,170,31,29,0,0,-1,-3,-2,-7,0,1,-1,0,-5.08,2,-13.18055556,-0.555555556,-1.444444444,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,175,155,1050,1800,700,400,2339
Joshua Burkman,Paul Felder,245,-290,245,34.48275862,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,47.4,0.434,0.6,0.6,0.3,2,2,14,0,0,1,0,1,1,0,3,Orthodox,180.34,177.8,155,0,1,0,31.42857143,0.499285714,0.285714286,2.142857143,0.435714286,2,8,36,0,0,1,3,1,1,0,6,Orthodox,177.8,182.88,170,36,32,0,0,0,-3,6,-22,0,0,0,2.54,-5.08,4,15.97142857,0.314285714,-1.542857143,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,550,110,700,675,850,300,2338
Sara McMann,Jessica Eye,-125,105,80,105,5/29/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE,3,2,0,0,55.6,0.42,0.2,0.2,0.2,1,4,14,0,0,0,0,0,0,1,1,Orthodox,167.64,167.64,125,2,0,0,19,0.488,0,1.6,0.41,1,3,9,1,0,1,0,1,0,0,2,Orthodox,167.64,167.64,135,35,29,0,0,0,-1,-1,5,-1,0,0,0,0,6,36.6,0.2,-1.4,0,1,7,6,,,,6,,,,,,,,,,,,,7,,,,,,,,,,Red,U-DEC,,3,5:00,900,125,242,1070,900,875,435,2337
Abel Trujillo,Jordan Rinaldi,-320,260,31.25,260,5/29/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,0,2,0,24.75,0.37,0.375,1.25,0.52875,2,3,15,0,0,0,0,3,1,0,5,Orthodox,172.72,177.8,155,32,28,0,-2,-2,-5,3,-15,0,-3,-1,5.08,5.08,4,-24.75,-0.375,-1.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,349,525,514,595,-120,1395,2336
Jake Collier,Alberto Uda,110,-130,110,76.92307692,5/29/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,185,1,0,0,34.66666667,0.42,0.333333333,0.666666667,0.22,1,2,6,0,0,1,0,0,0,0,1,Orthodox,190.5,198.12,205,27,31,1,0,-1,-1,2,-6,0,0,0,0,-2.54,-4,-34.66666667,-0.333333333,-0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Spinning Back Kick,2,1:06,366,285,,456,,435,,2335
Erik Koch,Shane Campbell,120,-140,120,71.42857143,5/29/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,50.33333333,0.563333333,0,1.333333333,0.353333333,1,2,7,0,0,0,1,0,0,0,1,Orthodox,182.88,180.34,155,1,0,0,19.16666667,0.383333333,0.833333333,0,0,2,3,11,0,0,0,1,2,0,0,3,Southpaw,177.8,180.34,155,27,29,0,0,-1,-2,1,-4,0,-2,0,5.08,0,-2,31.16666666,-0.833333333,1.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,3:02,482,385,281,544,1400,430,216,2334
Aljamain Sterling,Bryan Caraway,-310,255,32.25806452,255,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,1,0,31.57142857,0.327142857,0.857142857,2.142857143,0.38,2,2,19,0,0,0,1,0,4,0,5,Orthodox,172.72,172.72,135,0,4,0,40.75,0.525,1.25,3,0.7,4,0,11,0,0,0,1,1,2,0,4,Orthodox,170.18,180.34,135,26,31,0,-3,-2,1,-2,8,0,-1,2,2.54,-7.62,-5,-9.17857143,-0.392857143,-0.857142857,0,1,8,4,,,,,,,,,,,4,,,,,,,,,,,,,8,,,Red,S-DEC,,3,5:00,900,-110,600,502,475,485,1675,2333
Chris de la Rocha,Adam Milstead,245,-290,245,34.48275862,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,205,1,0,0,1,0.08,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,203.2,250,37,28,1,0,0,0,1,-1,0,0,0,0,-10.16,9,-1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,4:01,541,,904,,1095,,-160,2332
Fabricio Werdum,Stipe Miocic,-185,160,54.05405405,160,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Blue,TRUE,Heavyweight,MALE,5,0,2,0,54.6,0.514,0,1.6,0.382,3,2,26,0,0,0,3,5,0,0,8,Orthodox,193.04,203.2,240,0,6,0,48.2,0.598,0.2,0.6,0.166,6,2,23,2,0,0,2,4,2,0,8,Orthodox,193.04,195.58,231,38,33,0,-4,-3,0,0,3,-2,1,-2,0,7.62,5,6.4,-0.2,1,0,1,3,0,,,,,0,,,,,,,,4,,,,,3,,,,,,,,,Red,KO/TKO,Punch,1,2:47,167,325,508,250,3000,305,260,2331
Jacare Souza,Vitor Belfort,-280,240,35.71428571,240,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Middleweight,MALE,3,0,1,0,10.76190476,0.512380952,0.380952381,0.285714286,0.130952381,3,7,31,6,0,0,0,11,2,1,14,Southpaw,182.88,187.96,185,1,0,0,20,0.536666667,1,1.5,0.395,5,1,12,0,0,0,1,1,3,0,5,Orthodox,185.42,182.88,185,36,39,1,1,-2,9,-6,19,6,11,-1,-2.54,5.08,-3,-9.23809524,-0.619047619,-1.214285714,0,1,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Blue,KO/TKO,Punches,1,4:38,278,549,1450,-105,2700,375,320,2330
Cris Cyborg,Leslie Smith,-1500,1200,6.666666667,1200,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Catch Weight,MALE,3,0,1,0,51.25,0.3875,0,0,0,1,2,9,0,0,0,1,1,0,0,2,Orthodox,175.26,167.64,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,145,30,33,0,1,1,2,-2,9,0,1,0,2.54,-5.08,-3,51.25,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,2000,,2950,,2000,2329
Mauricio Rua,Corey Anderson,140,-160,140,62.5,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Light Heavyweight,MALE,3,0,3,0,63.16666667,0.48,0,3.333333333,0.53,3,1,16,1,0,0,4,1,0,0,5,Orthodox,190.5,200.66,205,0,1,0,36.8,0.51,0.266666667,1.266666667,0.214,2,8,38,3,0,0,1,6,0,0,7,Orthodox,185.42,193.04,205,34,26,0,2,1,-2,7,-22,-2,-5,0,5.08,7.62,8,26.36666667,-0.266666667,2.066666666,0,1,12,8,,,,,,8,,,,,,,,,,,,,12,,,,,,,,Red,S-DEC,,3,5:00,900,436,121,822,800,300,400,2328
Warlley Alves,Bryan Barberena,-600,450,16.66666667,450,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Blue,FALSE,Welterweight,MALE,3,0,1,0,61,0.503333333,0.333333333,0.666666667,0.443333333,1,1,8,0,0,0,0,1,1,0,2,Southpaw,182.88,182.88,170,0,4,0,21.25,0.465,1,1.25,0.58,4,0,9,1,0,0,1,0,3,0,4,Orthodox,180.34,182.88,170,25,27,0,-3,-3,-2,-1,-1,-1,1,-2,2.54,0,-2,39.75,-0.666666667,-0.583333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,216,825,115,1665,505,1175,2327
Demian Maia,Matt Brown,-350,290,28.57142857,290,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Welterweight,MALE,3,0,1,0,36.2,0.573,1.15,1.15,0.4355,7,7,46,0,0,0,2,9,2,0,13,Orthodox,182.88,190.5,170,0,4,0,22.40909091,0.516818182,0.954545455,2.363636364,0.386363636,5,6,58,1,0,0,8,1,7,0,16,Southpaw,185.42,182.88,170,38,35,0,-3,2,-3,-1,-12,-1,8,-5,-2.54,7.62,3,13.79090909,0.195454545,-1.213636364,0,1,8,6,,,,,,,,6,,,,,,,,,,,,,8,,,,,,Red,SUB,Rear Naked Choke,3,4:31,871,230,520,121,2050,925,550,2326
Thiago Santos,Nate Marquardt,-360,300,27.77777778,300,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Middleweight,MALE,3,0,1,0,24.15,0.519,0.7,1.45,0.4475,4,8,42,1,0,0,4,5,3,0,12,Orthodox,182.88,187.96,185,0,3,0,21,0.446666667,0,0.166666667,0.083333333,3,2,10,0,0,0,1,3,0,0,4,Orthodox,187.96,193.04,205,32,37,0,-2,1,8,-6,32,1,2,3,-5.08,-5.08,-5,3.15,0.7,1.283333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,3:39,219,506,850,1253,815,-165,787,2325
Francisco Trinaldo,Yancy Medeiros,-275,235,36.36363636,235,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Lightweight,MALE,3,0,1,0,25.42857143,0.364285714,0.428571429,0,0,2,4,10,0,0,1,0,0,2,0,3,Orthodox,177.8,190.5,155,0,5,0,31.83333333,0.501666667,0.416666667,0.75,0.269166667,5,3,28,0,0,1,4,2,2,0,9,Southpaw,175.26,177.8,155,37,28,0,-4,-3,-6,-1,-18,0,-2,0,2.54,12.7,9,-6.4047619,0.011904762,-0.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,179,405,390,925,340,815,2324
John Lineker,Rob Font,-145,125,68.96551724,125,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Bantamweight,MALE,3,0,2,0,32,0.495,0,0.5,0.1,2,0,3,0,0,0,0,2,0,0,2,Orthodox,172.72,180.34,135,0,3,0,54.22222222,0.414444444,0.666666667,0.444444444,0.166666667,4,2,20,0,0,0,2,4,1,0,7,Orthodox,160.02,170.18,135,25,28,0,-1,-2,-5,2,-17,0,-2,-1,12.7,10.16,-3,-22.22222222,-0.666666667,0.055555556,0,1,,12,,,,,,,,,,,12,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,350,350,625,550,260,310,2323
Rogerio Nogueira,Patrick Cummins,195,-235,195,42.55319149,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,38.71428571,0.52,0.142857143,4.285714286,0.462857143,3,3,15,0,0,0,2,2,0,0,4,Orthodox,187.96,193.04,205,2,0,0,28.75,0.30375,0.25,0.125,0.125,2,4,18,0,0,1,1,2,0,0,4,Southpaw,187.96,190.5,205,39,35,1,0,1,0,1,-3,0,0,0,0,2.54,4,9.96428571,-0.107142857,4.160714286,0,1,11,10,,,,,,10,,,,,,,,,,,,,11,,,,,,,,Red,KO/TKO,Punches,1,4:52,292,560,115,634,1375,530,250,2322
Renato Moicano,Zubaira Tukhugov,100,-120,100,83.33333333,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Featherweight,MALE,3,0,3,0,32,0.4,0,1.333333333,0.5,3,0,7,0,0,1,1,1,0,0,3,Orthodox,172.72,172.72,145,0,1,0,48,0.43,1,1,0.5,1,0,2,0,0,0,0,0,1,0,1,Orthodox,180.34,182.88,145,26,25,0,2,2,2,0,5,0,1,-1,-7.62,-10.16,1,-16,-1,0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,185,332,655,1250,910,243,2321
Alistair Overeem,Andrei Arlovski,-240,200,41.66666667,200,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,FALSE,Heavyweight,MALE,5,1,0,0,21.73684211,0.454736842,0.263157895,0.105263158,0.105263158,7,5,35,5,0,1,2,9,2,0,14,Orthodox,190.5,195.58,240,0,3,0,38,0.75625,0,0.25,0.1875,3,3,15,0,0,0,2,3,0,0,5,Orthodox,193.04,203.2,265,35,37,-1,-3,4,9,-2,20,5,6,2,-2.54,-7.62,-2,-16.26315789,0.263157895,-0.144736842,0,1,5,3,,,,,3,,,,,,,,,,,,,5,,,,,,,,,Red,KO/TKO,Punch,2,1:12,372,750,1150,800,2500,-125,225,2320
Antonio Silva,Stefan Struve,185,-225,185,44.44444444,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Blue,FALSE,Heavyweight,MALE,3,1,0,0,24.4375,0.445625,1.1875,0.25,0.25,4,6,29,0,1,0,1,4,4,0,10,Orthodox,210.82,213.36,265,1,0,0,18.55555556,0.49,0,0,0,2,6,16,1,0,0,0,3,0,0,3,Orthodox,193.04,203.2,264,36,28,0,0,2,7,0,13,-1,1,4,17.78,10.16,8,5.88194444,1.1875,0.25,0,1,,12,,,,,12,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,0:16,16,885,575,777,500,325,115,2319
Albert Tumenov,Gunnar Nelson,-155,135,64.51612903,135,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Blue,FALSE,Welterweight,MALE,3,1,0,0,20.14285714,0.642857143,0.714285714,1,0.678571429,4,2,16,0,0,0,1,0,4,0,5,Switch,180.34,182.88,170,0,5,0,37.33333333,0.39,0,0.166666667,0.166666667,5,1,12,0,0,1,1,3,0,0,5,Orthodox,180.34,185.42,170,24,27,-1,-5,-1,0,-1,4,0,-3,4,0,-2.54,-3,-17.19047619,0.714285714,0.833333333,0,1,,13,,,,,,,,13,,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,2,3:15,495,197,465,1920,330,235,1475,2318
